id,year,emptenure,empten,workexp,expr,schooling,educ,oj,oldjob,size,firmsize,_merge
6211,2008,0,4,0,17,,16,1,1,3,3,matched (3)
6211,2009,1,5,1,18,,16,1,1,3,3,matched (3)
6213,2007,,32,,41,,9,,1,,2,master only (1)
6213,2008,0,33,0,42,,9,1,1,2,2,matched (3)
6213,2009,1,34,1,43,,9,1,1,2,2,matched (3)
6213,2010,2,35,2,44,,9,1,1,2,2,matched (3)
6213,2011,3,36,3,45,,9,1,1,2,2,matched (3)
6213,2012,4,37,4,46,,9,1,1,2,2,matched (3)
6213,2013,5,38,5,47,,9,1,1,2,2,matched (3)
6217,2007,,1,,30,,16,,1,,3,master only (1)
6217,2010,1,1,2,33,,16,1,1,4,4,matched (3)
6224,2007,,21,,28,,16,,1,,2,master only (1)
6224,2008,0,22,0,29,,16,1,1,2,2,matched (3)
6224,2009,1,23,1,30,,16,1,1,5,5,matched (3)
6224,2010,2,24,2,31,,16,1,1,3,3,matched (3)
6224,2011,3,25,3,32,,16,1,1,2,2,matched (3)
6233,2010,0,0,2,3,,16,0,0,5,5,matched (3)
6239,2007,,33,,42,,9,,1,,3,master only (1)
6239,2008,0,34,0,43,,9,1,1,3,3,matched (3)
6239,2009,1,35,1,44,,9,1,1,3,3,matched (3)
6239,2010,1,35,1,44,,9,1,1,3,3,matched (3)
6239,2012,,0,,46,,9,,0,,2,master only (1)
6248,2007,,26,,36,,12,,1,,4,master only (1)
6248,2008,0,27,0,37,,12,1,1,4,4,matched (3)
6248,2009,1,28,1,38,,12,1,1,4,4,matched (3)
6248,2010,2,29,2,39,,12,1,1,4,4,matched (3)
6248,2011,3,30,3,40,,12,1,1,4,4,matched (3)
6248,2012,4,31,4,41,,12,1,1,3,3,matched (3)
6252,2007,,36,,37,,16,,1,,2,master only (1)
6252,2008,0,37,0,38,,16,1,1,2,2,matched (3)
6252,2009,1,38,1,39,,16,1,1,2,2,matched (3)
6252,2010,2,39,2,40,,16,1,1,2,2,matched (3)
6252,2011,3,40,3,41,,16,1,1,2,2,matched (3)
6253,2007,,7,,19,,16,,1,,3,master only (1)
6253,2008,0,8,0,20,,16,1,1,3,3,matched (3)
6253,2009,1,9,1,21,,16,1,1,3,3,matched (3)
6253,2013,5,13,5,25,,16,1,1,3,3,matched (3)
6258,2009,1,14,1,15,,12,1,1,2,2,matched (3)
6258,2010,2,15,2,16,,12,1,1,2,2,matched (3)
6258,2011,3,16,3,17,,12,1,1,2,2,matched (3)
6258,2012,4,17,4,18,,12,1,1,2,2,matched (3)
6258,2013,5,18,5,19,,12,1,1,2,2,matched (3)
6258,2014,6,19,6,20,,12,1,1,2,2,matched (3)
6261,2007,,8,,21,,16,,1,,2,master only (1)
6261,2008,0,9,0,22,,16,1,1,1,1,matched (3)
6261,2009,,0,,23,,16,,0,,3,master only (1)
6261,2010,0,0,2,24,,16,0,0,2,2,matched (3)
6261,2011,1,1,3,25,,16,1,1,2,2,matched (3)
6261,2012,2,2,4,26,,16,1,1,2,2,matched (3)
6261,2013,3,3,5,27,,16,1,1,2,2,matched (3)
6261,2014,4,4,6,28,,16,1,1,2,2,matched (3)
6262,2007,,0,,39,,14,,0,,2,master only (1)
6264,2007,,,,36,,16,,1,,4,master only (1)
6264,2008,0,,0,37,,16,1,1,4,4,matched (3)
6264,2010,2,,2,39,,16,1,1,4,4,matched (3)
6264,2014,0,0,6,43,,16,0,0,1,1,matched (3)
6267,2008,0,1,0,21,,12,1,1,4,4,matched (3)
6267,2009,0,0,1,22,,12,0,0,3,3,matched (3)
6267,2014,2,2,6,27,,12,1,1,2,2,matched (3)
6268,2009,1,3,1,10,,12,1,1,3,3,matched (3)
6268,2010,2,4,2,11,,12,1,1,2,2,matched (3)
6268,2011,3,5,3,12,,12,1,1,2,2,matched (3)
6270,2007,,1,,4,,16,,1,,4,master only (1)
6270,2008,0,2,0,5,,16,1,1,4,4,matched (3)
6270,2009,1,3,1,6,,16,1,1,4,4,matched (3)
6270,2010,2,4,2,7,,16,1,1,4,4,matched (3)
6270,2011,3,5,3,8,,16,1,1,4,4,matched (3)
6270,2012,4,6,4,9,,16,1,1,4,4,matched (3)
6270,2013,5,7,5,10,,16,1,1,4,4,matched (3)
6270,2014,6,8,6,11,,16,1,1,4,4,matched (3)
6275,2007,,3,,18,,12,,1,,2,master only (1)
6275,2008,0,4,0,19,,12,1,1,2,2,matched (3)
6275,2010,1,1,2,21,,12,1,1,2,2,matched (3)
6277,2007,,16,,15,,14,,1,,4,master only (1)
6277,2008,0,17,0,16,,14,1,1,4,4,matched (3)
6277,2014,0,0,3,19,,14,1,0,5,5,matched (3)
6281,2007,,28,,35,,16,,1,,4,master only (1)
6283,2008,0,4,0,5,,16,1,1,2,2,matched (3)
6283,2009,0,0,1,6,,16,0,0,1,1,matched (3)
6283,2010,1,1,2,7,,16,1,1,2,2,matched (3)
6283,2011,2,2,3,8,,16,1,1,2,2,matched (3)
6283,2012,3,3,4,9,,16,1,1,2,2,matched (3)
6283,2013,4,4,5,10,,16,1,1,2,2,matched (3)
6283,2014,5,5,6,11,,16,1,1,2,2,matched (3)
6285,2007,,3,,3,,16,,1,,5,master only (1)
6285,2008,0,4,0,4,,16,1,1,5,5,matched (3)
6285,2009,,5,,5,,16,,1,,5,master only (1)
6285,2010,2,6,2,6,,16,1,1,5,5,matched (3)
6285,2011,3,7,3,7,,16,1,1,4,4,matched (3)
6285,2012,3,7,3,7,,16,1,1,5,5,matched (3)
6285,2013,4,8,4,8,,16,1,1,5,5,matched (3)
6285,2014,4,8,4,8,,16,1,1,5,5,matched (3)
6289,2009,,8,,10,,18,,1,,3,master only (1)
6289,2010,,9,,11,,18,,1,,3,master only (1)
6289,2011,,10,,12,,18,,1,,3,master only (1)
6289,2014,,13,,15,,18,,1,,3,master only (1)
6292,2007,,24,,30,,16,,1,,1,master only (1)
6292,2009,1,26,1,32,,16,1,1,3,3,matched (3)
6300,2007,,3,,5,,16,,1,,5,master only (1)
6300,2008,0,4,0,6,,16,1,1,5,5,matched (3)
6300,2009,1,5,1,7,,16,1,1,5,5,matched (3)
6300,2010,2,6,2,8,,16,1,1,5,5,matched (3)
6300,2011,3,7,3,9,,16,1,1,5,5,matched (3)
6300,2012,4,8,4,10,,16,1,1,4,4,matched (3)
6300,2013,5,9,5,11,,16,1,1,5,5,matched (3)
6300,2014,6,10,6,12,,16,1,1,5,5,matched (3)
6302,2007,,0,,44,,12,,0,,1,master only (1)
6302,2008,0,0,0,44,,12,1,0,2,2,matched (3)
6306,2007,,2,,41,,12,,1,,5,master only (1)
6306,2008,0,3,0,42,,12,1,1,5,5,matched (3)
6306,2009,1,4,1,43,,12,1,1,5,5,matched (3)
6306,2010,2,5,2,44,,12,1,1,5,5,matched (3)
6306,2011,0,0,3,45,,12,0,0,3,3,matched (3)
6306,2012,1,1,4,46,,12,1,1,3,3,matched (3)
6306,2013,2,2,5,47,,12,1,1,3,3,matched (3)
6310,2007,,,,14,,16,,1,,3,master only (1)
