id,year,emptenure,empten,workexp,expr,schooling,educ,oj,oldjob,size,firmsize,_merge
7341,2012,,30,,31,,16,,1,,4,master only (1)
7341,2014,0,31,0,32,,16,1,1,4,4,matched (3)
7347,2012,,7,,8,,16,,1,,5,master only (1)
7347,2014,0,8,0,9,,16,1,1,5,5,matched (3)
7349,2014,0,8,0,34,,14,1,1,4,4,matched (3)
7351,2012,,15,,18,,16,,1,,3,master only (1)
7351,2014,0,16,0,19,,16,1,1,3,3,matched (3)
7359,2012,,29,,34,,16,,1,,3,master only (1)
7362,2012,,15,,16,,16,,1,,5,master only (1)
7368,2012,,23,,23,,14,,1,,4,master only (1)
7368,2014,0,24,0,24,,14,1,1,4,4,matched (3)
7373,2012,,4,,5,,16,,1,,2,master only (1)
7376,2012,,19,,21,,14,,1,,5,master only (1)
7376,2014,0,20,0,22,,14,1,1,5,5,matched (3)
7380,2012,,26,,27,,16,,1,,5,master only (1)
7384,2012,,35,,42,,12,,1,,2,master only (1)
7384,2014,0,36,0,43,,12,1,1,2,2,matched (3)
7388,2012,,5,,6,,16,,1,,4,master only (1)
7388,2014,0,6,0,7,,16,1,1,5,5,matched (3)
7389,2012,,44,,47,,9,,1,,5,master only (1)
7392,2012,,3,,20,,12,,1,,4,master only (1)
7392,2014,0,4,0,21,,12,1,1,4,4,matched (3)
7399,2014,0,1,0,21,,12,1,1,4,4,matched (3)
7403,2012,,43,,45,,12,,1,,1,master only (1)
7403,2014,0,44,0,46,,12,1,1,2,2,matched (3)
7406,2012,,30,,32,,16,,1,,3,master only (1)
7406,2014,0,31,0,33,,16,1,1,3,3,matched (3)
7407,2012,,42,,44,,12,,1,,1,master only (1)
7407,2014,0,43,0,45,,12,1,1,2,2,matched (3)
7409,2012,,13,,39,,12,,1,,3,master only (1)
7413,2012,,4,,18,,12,,1,,1,master only (1)
7419,2012,,27,,29,,16,,1,,5,master only (1)
7419,2014,0,28,0,30,,16,1,1,5,5,matched (3)
7425,2012,,22,,23,,16,,1,,5,master only (1)
7425,2014,0,23,0,24,,16,1,1,5,5,matched (3)
7429,2012,,7,,13,,16,,1,,5,master only (1)
7429,2014,0,7,0,13,,16,1,1,4,4,matched (3)
7430,2012,,28,,30,,16,,1,,5,master only (1)
7430,2014,0,29,0,31,,16,1,1,5,5,matched (3)
7433,2012,,5,,12,,12,,1,,4,master only (1)
7433,2014,0,6,0,13,,12,1,1,4,4,matched (3)
7434,2012,,1,,42,,9,,1,,2,master only (1)
7437,2012,,28,,29,,12,,1,,4,master only (1)
7442,2012,,19,,20,,12,,1,,5,master only (1)
7442,2014,0,20,0,21,,12,1,1,5,5,matched (3)
7448,2012,,20,,25,,14,,1,,5,master only (1)
7448,2014,0,21,0,26,,14,1,1,5,5,matched (3)
7458,2012,,25,,27,,16,,1,,5,master only (1)
7458,2014,0,25,0,27,,16,1,1,5,5,matched (3)
7466,2012,,10,,22,,12,,1,,2,master only (1)
7466,2014,,0,,23,,12,,0,,2,master only (1)
7468,2012,,32,,34,,14,,1,,5,master only (1)
7472,2012,,14,,15,,14,,1,,5,master only (1)
7472,2014,0,15,0,16,,14,1,1,5,5,matched (3)
7473,2012,,0,,23,,16,,0,,5,master only (1)
7477,2012,,7,,37,,14,,1,,5,master only (1)
7483,2012,,17,,34,,12,,1,,4,master only (1)
7483,2014,0,18,0,35,,12,1,1,4,4,matched (3)
7488,2012,,17,,19,,16,,1,,5,master only (1)
7491,2012,,2,,8,,16,,1,,5,master only (1)
7499,2012,,9,,11,,14,,1,,4,master only (1)
7499,2014,0,10,0,12,,14,1,1,4,4,matched (3)
7505,2012,,29,,30,,16,,1,,5,master only (1)
7505,2014,0,0,0,31,,16,0,0,3,3,matched (3)
7507,2012,,8,,21,,12,,1,,2,master only (1)
7508,2012,,5,,40,,14,,1,,2,master only (1)
7508,2014,0,5,0,40,,14,1,1,2,2,matched (3)
7511,2012,,23,,24,,16,,1,,5,master only (1)
7514,2012,,,,18,,12,,1,,5,master only (1)
7515,2012,,6,,18,,16,,1,,3,master only (1)
7515,2014,0,7,0,19,,16,1,1,3,3,matched (3)
7516,2012,,,,25,,16,,1,,1,master only (1)
7516,2014,,,,26,,16,,1,,2,master only (1)
7519,2012,,14,,34,,9,,1,,1,master only (1)
7519,2014,,15,,35,,9,,1,,1,master only (1)
7520,2012,,1,,11,,16,,1,,4,master only (1)
7520,2014,0,2,0,12,,16,1,1,4,4,matched (3)
7526,2012,,7,,32,,12,,1,,2,master only (1)
7526,2014,0,7,0,32,,12,1,1,2,2,matched (3)
7529,2012,,22,,31,,16,,1,,4,master only (1)
7534,2012,,1,,19,,12,,1,,2,master only (1)
7535,2012,,3,,24,,16,,1,,4,master only (1)
7535,2014,0,4,0,25,,16,1,1,4,4,matched (3)
7543,2014,0,15,0,16,,12,1,1,1,1,matched (3)
7549,2012,,6,,45,,12,,1,,2,master only (1)
7549,2014,0,7,0,46,,12,1,1,2,2,matched (3)
7552,2012,,12,,15,,16,,1,,3,master only (1)
7552,2014,0,13,0,16,,16,1,1,3,3,matched (3)
7553,2012,,11,,35,,14,,1,,3,master only (1)
7553,2014,0,12,0,36,,14,1,1,3,3,matched (3)
7554,2012,,26,,27,,12,,1,,5,master only (1)
7554,2014,0,27,0,28,,12,1,1,5,5,matched (3)
7562,2012,,39,,40,,12,,1,,5,master only (1)
7562,2014,0,40,0,41,,12,1,1,5,5,matched (3)
7566,2012,,5,,5,,14,,1,,4,master only (1)
7567,2012,,,,39,,12,,1,,3,master only (1)
7567,2014,0,,0,40,,12,1,1,3,3,matched (3)
7571,2012,,8,,30,,12,,1,,5,master only (1)
7571,2014,0,9,0,31,,12,1,1,5,5,matched (3)
7579,2012,,,,16,,14,,1,,3,master only (1)
7580,2014,0,4,0,31,,12,1,1,4,4,matched (3)
7582,2012,,5,,8,,14,,1,,5,master only (1)
7582,2014,0,6,0,9,,14,1,1,5,5,matched (3)
7583,2012,,11,,27,,16,,1,,3,master only (1)
7583,2014,0,12,0,28,,16,1,1,3,3,matched (3)
7586,2012,,19,,21,,12,,1,,3,master only (1)
7586,2014,0,20,0,22,,12,1,1,3,3,matched (3)
7590,2012,,15,,22,,16,,1,,4,master only (1)
7590,2014,0,16,0,23,,16,1,1,3,3,matched (3)
7591,2012,,11,,34,,16,,1,,2,master only (1)
7591,2014,0,11,0,34,,16,1,1,2,2,matched (3)
7594,2012,,5,,19,,12,,1,,5,master only (1)
7599,2012,,3,,11,,12,,1,,3,master only (1)
7601,2012,,27,,0,,16,,1,,2,master only (1)
7604,2014,0,35,0,36,,18,1,1,5,5,matched (3)
7612,2012,,14,,29,,12,,1,,2,master only (1)
7612,2014,0,14,0,29,,12,1,1,2,2,matched (3)
7615,2012,,1,,3,,16,,1,,5,master only (1)
7615,2014,0,2,0,4,,16,1,1,5,5,matched (3)
7621,2012,,16,,17,,16,,1,,4,master only (1)
7621,2014,0,16,0,17,,16,1,1,5,5,matched (3)
7624,2012,,27,,34,,14,,1,,2,master only (1)
7624,2014,0,27,0,34,,14,1,1,2,2,matched (3)
7625,2012,,,,38,,16,,1,,5,master only (1)
7630,2012,,11,,11,,14,,1,,4,master only (1)
7630,2014,0,12,0,12,,14,1,1,4,4,matched (3)
7631,2012,,0,,28,,12,,0,,3,master only (1)
7635,2012,,0,,44,,12,,0,,2,master only (1)
7638,2012,,4,,17,,14,,1,,4,master only (1)
7639,2012,,14,,22,,16,,1,,5,master only (1)
7639,2014,0,15,0,23,,16,1,1,5,5,matched (3)
7643,2012,,13,,16,,16,,1,,3,master only (1)
7646,2012,,7,,21,,12,,1,,4,master only (1)
7646,2014,0,8,0,22,,12,1,1,3,3,matched (3)
7653,2012,,5,,41,,12,,1,,4,master only (1)
7656,2012,,3,,21,,12,,1,,3,master only (1)
7656,2014,0,4,0,22,,12,1,1,4,4,matched (3)
7657,2012,,21,,28,,14,,1,,3,master only (1)
7657,2014,0,22,0,29,,14,1,1,3,3,matched (3)
7661,2012,,15,,44,,9,,1,,2,master only (1)
7662,2012,,9,,43,,12,,1,,2,master only (1)
7662,2014,0,10,0,44,,12,1,1,2,2,matched (3)
7664,2012,,24,,25,,12,,1,,5,master only (1)
7664,2014,0,25,0,26,,12,1,1,5,5,matched (3)
7668,2012,,3,,9,,12,,1,,3,master only (1)
7668,2014,0,4,0,10,,12,1,1,4,4,matched (3)
7669,2012,,19,,21,,16,,1,,5,master only (1)
7669,2014,0,20,0,22,,16,1,1,5,5,matched (3)
7674,2012,,24,,27,,12,,1,,2,master only (1)
7674,2014,0,24,0,27,,12,1,1,2,2,matched (3)
7675,2012,,34,,36,,16,,1,,4,master only (1)
7679,2012,,40,,42,,12,,1,,3,master only (1)
7679,2014,0,40,0,42,,12,1,1,3,3,matched (3)
7681,2014,0,7,0,21,,16,1,1,4,4,matched (3)
7684,2012,,4,,31,,12,,1,,5,master only (1)
7687,2012,,,,10,,16,,1,,5,master only (1)
7687,2014,0,,0,11,,16,1,1,5,5,matched (3)
7688,2012,,22,,30,,12,,1,,4,master only (1)
7688,2014,0,23,0,31,,12,1,1,4,4,matched (3)
7689,2012,,6,,45,,12,,1,,5,master only (1)
7696,2012,,14,,24,,12,,1,,4,master only (1)
7696,2014,0,15,0,25,,12,1,1,5,5,matched (3)
7702,2012,,4,,21,,16,,1,,2,master only (1)
7702,2014,0,0,0,22,,16,0,0,2,2,matched (3)
7705,2012,,3,,10,,16,,1,,5,master only (1)
7705,2014,0,4,0,11,,16,1,1,5,5,matched (3)
7712,2012,,8,,15,,12,,1,,4,master only (1)
7713,2012,,21,,29,,12,,1,,3,master only (1)
7713,2014,,21,,29,,12,,1,,3,master only (1)
7714,2014,0,1,0,4,,12,1,1,5,5,matched (3)
7715,2012,,24,,25,,16,,1,,5,master only (1)
7715,2014,0,25,0,26,,16,1,1,5,5,matched (3)
7719,2014,,,,8,,14,,1,,2,master only (1)
7720,2012,,25,,27,,12,,1,,2,master only (1)
7720,2014,,25,,27,,12,,1,,2,master only (1)
7724,2012,,34,,35,,16,,1,,4,master only (1)
7725,2012,,4,,7,,16,,1,,3,master only (1)
7726,2012,,1,,34,,12,,1,,5,master only (1)
7729,2014,0,16,0,23,,12,1,1,5,5,matched (3)
7738,2012,,4,,8,,16,,1,,5,master only (1)
7745,2012,,4,,6,,16,,1,,1,master only (1)
7747,2012,,13,,14,,16,,1,,4,master only (1)
7758,2012,,1,,11,,16,,1,,3,master only (1)
7758,2014,0,2,0,12,,16,1,1,3,3,matched (3)
7764,2012,,1,,46,,9,,1,,5,master only (1)
7770,2012,,14,,19,,16,,1,,1,master only (1)
7770,2014,0,15,0,20,,16,1,1,1,1,matched (3)
7783,2014,0,19,0,41,,12,1,1,2,2,matched (3)
7787,2012,,12,,13,,12,,1,,2,master only (1)
7796,2014,,1,,5,,14,,1,,1,master only (1)
7799,2012,,4,,14,,14,,1,,5,master only (1)
7803,2014,0,1,0,3,,16,1,1,1,1,matched (3)
7807,2012,,5,,8,,12,,1,,2,master only (1)
7807,2014,0,6,0,9,,12,1,1,2,2,matched (3)
7814,2012,,3,,12,,16,,1,,4,master only (1)
7819,2012,,13,,19,,14,,1,,5,master only (1)
7819,2014,0,14,0,20,,14,1,1,5,5,matched (3)
7821,2012,,4,,24,,16,,1,,4,master only (1)
7823,2012,,,,13,,12,,1,,2,master only (1)
7834,2012,,0,,12,,18,,0,,3,master only (1)
7834,2014,0,0,0,13,,18,0,0,4,4,matched (3)
7848,2012,,9,,11,,12,,1,,5,master only (1)
7848,2014,,10,,12,,12,,1,,5,master only (1)
7849,2012,,9,,27,,16,,1,,3,master only (1)
7850,2014,,0,,8,,14,,0,,3,master only (1)
7856,2012,,8,,35,,12,,1,,3,master only (1)
7856,2014,0,9,0,36,,12,1,1,3,3,matched (3)
7860,2012,,9,,42,,12,,1,,5,master only (1)
7860,2014,,10,,43,,12,,1,,,master only (1)
7864,2014,0,3,0,22,,16,1,1,1,1,matched (3)
7866,2012,,1,,2,,18,,1,,5,master only (1)
7866,2014,0,2,0,3,,18,1,1,5,5,matched (3)
7876,2012,,13,,15,,14,,1,,3,master only (1)
7877,2014,0,2,0,4,,14,1,1,3,3,matched (3)
7878,2012,,32,,33,,12,,1,,4,master only (1)
7878,2014,0,33,0,34,,12,1,1,4,4,matched (3)
7879,2012,,0,,23,,16,,0,,3,master only (1)
7879,2014,0,1,0,24,,16,1,1,3,3,matched (3)
7881,2014,0,11,0,12,,14,1,1,2,2,matched (3)
7882,2012,,1,,24,,16,,1,,4,master only (1)
7887,2014,0,5,0,11,,16,1,1,5,5,matched (3)
7893,2012,,0,,9,,,,0,,4,master only (1)
7898,2012,,3,,34,,12,,1,,4,master only (1)
7898,2014,0,4,0,35,,12,1,1,4,4,matched (3)
7900,2012,,21,,40,,12,,1,,1,master only (1)
7915,2012,,1,,11,,14,,1,,2,master only (1)
7915,2014,0,2,0,12,,14,1,1,2,2,matched (3)
7924,2012,,23,,33,,12,,1,,4,master only (1)
7924,2014,0,24,0,34,,12,1,1,4,4,matched (3)
7928,2012,,4,,6,,16,,1,,5,master only (1)
7936,2012,,2,,35,,9,,1,,2,master only (1)
7936,2014,0,2,0,35,,9,1,1,3,3,matched (3)
7938,2012,,0,,8,,9,,0,,1,master only (1)
7940,2014,0,4,0,7,,16,1,1,5,5,matched (3)
7954,2014,0,6,0,24,,14,1,1,4,4,matched (3)
7958,2012,,18,,19,,12,,1,,4,master only (1)
7958,2014,,19,,20,,12,,1,,3,master only (1)
7961,2014,0,0,0,19,,12,0,0,1,1,matched (3)
7969,2012,,32,,34,,12,,1,,,master only (1)
7970,2012,,,,11,,12,,1,,3,master only (1)
7970,2014,0,,0,12,,12,1,1,3,3,matched (3)
7973,2014,0,0,0,8,,12,0,0,2,2,matched (3)
7975,2012,,1,,23,,12,,1,,4,master only (1)
7981,2012,,19,,41,,12,,1,,2,master only (1)
7981,2014,0,19,0,41,,12,1,1,1,1,matched (3)
7984,2014,,9,,21,,12,,1,,3,master only (1)
7986,2012,,,,11,,12,,1,,4,master only (1)
7986,2014,0,,0,12,,12,1,1,4,4,matched (3)
7989,2014,,0,,1,,14,,0,,4,master only (1)
7992,2012,,8,,15,,9,,1,,2,master only (1)
7996,2012,,38,,40,,12,,1,,4,master only (1)
7996,2014,0,39,0,41,,12,1,1,4,4,matched (3)
8000,2012,,12,,13,,16,,1,,5,master only (1)
8003,2012,,11,,12,,14,,1,,2,master only (1)
8003,2014,0,12,0,13,,14,1,1,2,2,matched (3)
8005,2014,0,1,0,5,,16,1,1,2,2,matched (3)
9004,2009,11,11,12,12,18,18,1,1,,5,matched (3)
9006,2009,29,29,29,29,16,16,1,1,,5,matched (3)
9015,2009,32,32,32,32,16,16,1,1,,5,matched (3)
9015,2013,,36,,36,,16,,1,,5,master only (1)
9030,2009,1,1,,,9,9,1,1,,2,matched (3)
9041,2009,7,7,10,10,12,12,1,1,,5,matched (3)
9042,2009,7,7,23,23,12,12,1,1,,5,matched (3)
9054,2009,8,8,26,26,12,12,1,1,,4,matched (3)
9059,2009,26,26,28,28,16,16,1,1,,5,matched (3)
9060,2009,,,32,32,12,12,1,1,,5,matched (3)
9060,2010,0,,33,33,12,12,1,1,5,5,matched (3)
9060,2011,1,,34,34,12,12,1,1,5,5,matched (3)
9060,2012,2,,35,35,12,12,1,1,5,5,matched (3)
9060,2013,3,,36,36,12,12,1,1,5,5,matched (3)
9060,2014,4,,37,37,12,12,1,1,5,5,matched (3)
9065,2009,18,18,19,19,12,12,1,1,,5,matched (3)
9072,2009,21,21,22,22,14,14,1,1,,2,matched (3)
9073,2009,21,21,27,27,16,16,1,1,,2,matched (3)
9076,2009,,,47,47,12,12,1,1,,3,matched (3)
9087,2009,3,3,33,33,16,16,1,1,,2,matched (3)
9087,2014,0,0,35,35,16,16,1,0,4,4,matched (3)
9091,2009,,25,,,,16,,1,,5,master only (1)
9096,2009,21,21,23,23,16,16,1,1,,4,matched (3)
9098,2009,19,19,21,21,16,16,1,1,,5,matched (3)
9106,2009,1,1,7,7,14,14,1,1,,3,matched (3)
9125,2009,16,16,24,24,16,16,1,1,,4,matched (3)
9126,2009,23,23,30,30,16,16,1,1,,5,matched (3)
9127,2009,8,8,38,38,16,16,1,1,,5,matched (3)
9127,2011,,10,,40,,16,,1,,5,master only (1)
9129,2009,0,0,38,38,12,12,1,0,,4,matched (3)
9129,2011,,2,,40,,12,,1,,4,master only (1)
9133,2009,2,2,,,16,16,1,1,,5,matched (3)
9142,2009,1,1,,,14,14,1,1,,3,matched (3)
9154,2009,14,14,19,19,16,16,1,1,,3,matched (3)
9155,2009,21,21,,,9,9,1,1,,2,matched (3)
9157,2009,11,11,16,16,16,16,1,1,,5,matched (3)
9161,2009,5,5,39,39,16,16,1,1,,5,matched (3)
9164,2009,4,4,37,37,16,16,1,1,,4,matched (3)
9165,2009,1,1,32,32,18,18,1,1,,3,matched (3)
9172,2009,15,15,44,44,16,16,1,1,,5,matched (3)
9180,2009,26,26,28,28,16,16,1,1,,5,matched (3)
9181,2009,2,2,28,28,18,18,1,1,,5,matched (3)
9186,2009,,,,,16,16,1,1,,4,matched (3)
9199,2009,2,2,8,8,12,12,1,1,,3,matched (3)
9207,2009,22,22,24,24,16,16,1,1,,5,matched (3)
9213,2009,6,6,8,8,16,16,1,1,,4,matched (3)
9214,2009,13,13,23,23,12,12,1,1,,2,matched (3)
9221,2009,2,2,39,39,16,16,1,1,,3,matched (3)
9224,2009,0,0,41,41,12,12,1,0,,4,matched (3)
9228,2009,6,6,21,21,14,14,1,1,,5,matched (3)
9229,2009,35,35,35,35,12,12,1,1,,5,matched (3)
9233,2009,24,24,26,26,16,16,1,1,,5,matched (3)
9234,2009,19,19,29,29,16,16,1,1,,4,matched (3)
9236,2009,10,10,14,14,12,12,1,1,,4,matched (3)
9237,2009,1,1,41,41,16,16,1,1,,4,matched (3)
9247,2009,,,16,16,16,16,1,1,,5,matched (3)
9247,2010,,0,,17,,16,,0,,5,master only (1)
9254,2009,8,8,10,10,16,16,1,1,,3,matched (3)
9263,2009,0,0,30,30,12,12,1,0,,3,matched (3)
9271,2009,25,25,26,26,12,12,1,1,,5,matched (3)
9275,2009,12,12,13,13,12,12,1,1,,2,matched (3)
9276,2009,,,,40,,16,,1,,5,master only (1)
9276,2010,0,,40,40,16,16,1,1,5,5,matched (3)
9289,2009,19,19,20,20,16,16,1,1,,4,matched (3)
9299,2009,10,10,9,9,12,12,1,1,,4,matched (3)
9306,2009,17,17,30,30,12,12,1,1,,3,matched (3)
9307,2014,,0,,42,,12,,0,,2,master only (1)
9311,2009,8,8,12,12,16,16,1,1,,2,matched (3)
9312,2009,0,0,31,31,16,16,1,0,,3,matched (3)
9315,2009,6,6,38,38,16,16,1,1,,2,matched (3)
9318,2009,26,26,30,30,12,12,1,1,,4,matched (3)
9319,2009,33,33,34,34,14,,1,1,,5,matched (3)
9319,2010,,34,,35,,,,1,,5,master only (1)
9319,2012,,36,,37,,,,1,,5,master only (1)
9319,2013,,37,,38,,,,1,,5,master only (1)
9326,2009,1,1,42,42,12,12,1,1,,5,matched (3)
9335,2009,,11,,18,,12,,1,,2,master only (1)
9335,2011,,13,,20,,12,,1,,2,master only (1)
9335,2012,,14,,21,,12,,1,,2,master only (1)
9339,2009,14,14,15,15,18,18,1,1,,5,matched (3)
9340,2009,17,17,31,31,16,16,1,1,,2,matched (3)
9344,2009,15,15,16,16,16,16,1,1,,5,matched (3)
9344,2010,,16,,17,,16,,1,,,master only (1)
9353,2009,12,12,19,19,12,12,1,1,,5,matched (3)
9358,2009,,17,,18,,12,,1,,4,master only (1)
9359,2009,29,29,,,12,12,1,1,,5,matched (3)
9359,2011,0,30,0,,12,12,1,1,5,5,matched (3)
9359,2012,1,31,1,,12,12,1,1,5,5,matched (3)
9359,2013,2,32,2,,12,12,1,1,5,5,matched (3)
9359,2014,3,33,3,,12,12,1,1,5,5,matched (3)
9360,2009,29,29,29,29,14,14,1,1,,5,matched (3)
9361,2009,17,17,45,45,12,12,1,1,,4,matched (3)
9363,2010,0,,32,32,12,12,1,1,4,4,matched (3)
9363,2011,0,,32,32,12,12,1,1,4,4,matched (3)
9368,2009,9,9,35,35,16,16,1,1,,2,matched (3)
9373,2009,24,24,25,25,16,16,1,1,,5,matched (3)
9377,2009,1,1,40,40,12,12,1,1,,4,matched (3)
9388,2009,0,0,28,28,16,16,1,0,,3,matched (3)
9389,2009,19,19,40,40,12,12,1,1,,2,matched (3)
9395,2009,2,2,,,16,16,1,1,,5,matched (3)
9397,2009,26,26,28,28,12,12,1,1,,5,matched (3)
9401,2011,,12,,19,,12,,1,,2,master only (1)
9405,2009,,22,,23,,16,,1,,4,master only (1)
9405,2010,,23,,24,,16,,1,,4,master only (1)
9405,2011,,24,,25,,16,,1,,4,master only (1)
9405,2012,,25,,26,,16,,1,,4,master only (1)
9405,2013,,26,,27,,16,,1,,4,master only (1)
9405,2014,,27,,28,,16,,1,,4,master only (1)
9406,2009,2,2,33,33,12,12,1,1,,4,matched (3)
9412,2009,12,12,15,15,12,12,1,1,,5,matched (3)
9413,2009,23,23,36,36,14,14,1,1,,5,matched (3)
9430,2009,24,24,31,31,12,12,1,1,,4,matched (3)
9436,2009,14,14,16,16,16,16,1,1,,5,matched (3)
9437,2009,30,30,,,16,16,1,1,,2,matched (3)
9438,2009,2,2,39,39,16,16,1,1,,4,matched (3)
9442,2009,24,24,,,16,16,1,1,,4,matched (3)
9445,2009,,19,,21,,12,,1,,5,master only (1)
9453,2009,40,40,,,12,12,1,1,,5,matched (3)
9457,2009,3,3,18,18,12,12,1,1,,3,matched (3)
9458,2009,,22,,25,,12,,1,,4,master only (1)
9458,2010,,23,,26,,12,,1,,4,master only (1)
9458,2011,,24,,27,,12,,1,,4,master only (1)
9458,2012,,25,,28,,12,,1,,4,master only (1)
9463,2009,1,1,37,37,12,12,1,1,,2,matched (3)
9468,2009,30,30,32,32,12,12,1,1,,5,matched (3)
9472,2009,,2,,10,,14,,1,,1,master only (1)
9472,2011,,3,,11,,14,,1,,2,master only (1)
9473,2009,15,15,21,21,16,16,1,1,,4,matched (3)
9483,2009,14,14,15,15,14,14,1,1,,3,matched (3)
9491,2010,,5,,7,,14,,1,,3,master only (1)
9493,2009,0,0,26,26,12,12,1,0,,2,matched (3)
9494,2009,17,17,35,35,12,12,1,1,,4,matched (3)
9494,2010,,18,,36,,12,,1,,4,master only (1)
9499,2009,22,22,36,36,16,16,1,1,,3,matched (3)
9503,2009,8,8,34,34,16,16,1,1,,1,matched (3)
9509,2009,4,4,6,6,14,14,1,1,,5,matched (3)
9517,2009,,,,44,,12,,1,,5,master only (1)
9517,2010,0,,45,45,12,12,1,1,4,4,matched (3)
9517,2011,1,,46,46,12,12,1,1,3,3,matched (3)
9517,2012,2,,47,47,12,12,1,1,4,4,matched (3)
9517,2013,3,,48,48,12,12,1,1,3,3,matched (3)
9522,2009,25,25,26,26,14,14,1,1,,5,matched (3)
9531,2009,4,4,4,4,18,18,1,1,,4,matched (3)
9533,2009,2,2,39,39,16,16,1,1,,5,matched (3)
9535,2009,8,8,21,21,12,12,1,1,,5,matched (3)
9540,2009,0,0,1,1,14,14,1,0,,4,matched (3)
9541,2009,19,19,21,21,12,12,1,1,,5,matched (3)
9542,2009,3,3,28,28,16,16,1,1,,3,matched (3)
9548,2009,13,13,15,15,14,14,1,1,,2,matched (3)
9551,2009,8,8,,,18,18,1,1,,4,matched (3)
9552,2009,24,24,26,26,12,12,1,1,,3,matched (3)
9559,2009,5,5,18,18,12,12,1,1,,5,matched (3)
9560,2012,0,0,30,30,12,12,1,0,3,3,matched (3)
9564,2009,14,14,16,16,12,12,1,1,,5,matched (3)
9578,2009,13,13,15,15,16,16,1,1,,4,matched (3)
9584,2009,1,1,13,13,12,12,1,1,,2,matched (3)
9606,2010,0,,38,38,,,1,1,2,2,matched (3)
9610,2009,20,20,22,22,12,12,1,1,,2,matched (3)
9616,2009,,,33,33,12,12,1,1,,4,matched (3)
9616,2010,0,,33,33,12,12,1,1,4,4,matched (3)
9616,2012,2,,35,35,12,12,1,1,4,4,matched (3)
9616,2013,3,,36,36,12,12,1,1,4,4,matched (3)
9616,2014,3,,36,36,12,12,1,1,4,4,matched (3)
9617,2009,,29,,43,,12,,1,,2,master only (1)
9626,2009,22,22,42,42,12,12,1,1,,2,matched (3)
9629,2010,0,,42,42,12,12,1,1,2,2,matched (3)
9630,2009,28,28,43,43,12,12,1,1,,2,matched (3)
9641,2009,,6,,31,,12,,1,,4,master only (1)
9641,2010,,7,,32,,12,,1,,4,master only (1)
9641,2011,,8,,33,,12,,1,,4,master only (1)
9641,2012,,9,,34,,12,,1,,4,master only (1)
9644,2009,,26,,28,,16,,1,,5,master only (1)
9649,2009,39,39,41,41,12,12,1,1,,4,matched (3)
9663,2009,7,7,9,9,16,16,1,1,,4,matched (3)
9664,2009,9,9,18,18,16,16,1,1,,2,matched (3)
9665,2009,29,29,35,35,16,16,1,1,,4,matched (3)
9665,2010,,30,,36,,16,,1,,3,master only (1)
9668,2009,,8,,32,,9,,1,,3,master only (1)
9668,2011,,10,,34,,9,,1,,3,master only (1)
9668,2012,,11,,35,,9,,1,,3,master only (1)
9669,2009,18,18,37,37,16,16,1,1,,5,matched (3)
9681,2009,,32,,44,,12,,1,,4,master only (1)
9686,2009,4,4,18,18,12,12,1,1,,2,matched (3)
9690,2009,17,17,19,19,18,18,1,1,,5,matched (3)
9694,2009,6,6,8,8,16,16,1,1,,4,matched (3)
9699,2009,38,38,37,37,14,14,1,1,,2,matched (3)
9706,2009,0,0,30,30,16,16,1,0,,3,matched (3)
9710,2009,3,3,13,13,14,14,1,1,,5,matched (3)
9714,2009,5,5,7,7,12,12,1,1,,3,matched (3)
9720,2009,17,17,17,17,12,12,1,1,,5,matched (3)
9726,2009,,31,,33,,12,,1,,4,master only (1)
9730,2009,3,3,6,6,12,12,1,1,,3,matched (3)
9731,2009,,1,,20,,14,,1,,3,master only (1)
9732,2009,27,27,,,16,16,1,1,,5,matched (3)
9733,2009,1,1,36,36,16,16,1,1,,4,matched (3)
9736,2009,30,30,31,31,16,16,1,1,,5,matched (3)
9741,2009,26,26,,,12,12,1,1,,5,matched (3)
9744,2009,1,1,12,12,16,16,1,1,,3,matched (3)
9745,2009,36,36,37,37,16,16,1,1,,5,matched (3)
9746,2009,,,,44,,12,,1,,3,master only (1)
9750,2009,24,24,26,26,16,16,1,1,,5,matched (3)
9751,2009,8,8,31,31,12,12,1,1,,4,matched (3)
9754,2009,20,20,21,21,12,12,1,1,,5,matched (3)
9766,2009,2,2,8,8,16,16,1,1,,5,matched (3)
9777,2009,15,15,17,17,12,12,1,1,,4,matched (3)
9785,2009,1,1,12,12,16,16,1,1,,4,matched (3)
9786,2009,23,23,24,24,16,16,1,1,,5,matched (3)
9796,2009,5,5,35,35,14,14,1,1,,4,matched (3)
9796,2012,,8,,38,,14,,1,,5,master only (1)
9806,2009,17,17,21,21,12,12,1,1,,2,matched (3)
9807,2009,,29,,31,,12,,1,,5,master only (1)
9807,2010,,30,,32,,12,,1,,5,master only (1)
9807,2012,,32,,34,,12,,1,,5,master only (1)
9807,2013,,33,,35,,12,,1,,5,master only (1)
9810,2009,,39,,46,,12,,1,,4,master only (1)
9813,2009,20,20,25,25,12,12,1,1,,5,matched (3)
9818,2009,19,19,21,21,14,14,1,1,,5,matched (3)
9819,2009,43,43,44,44,12,12,1,1,,2,matched (3)
9827,2009,13,13,32,32,16,16,1,1,,3,matched (3)
9835,2009,26,26,28,28,12,12,1,1,,3,matched (3)
9838,2009,1,1,,,12,12,1,1,,1,matched (3)
9842,2009,1,1,11,11,12,12,1,1,,5,matched (3)
9842,2010,,0,,12,,12,,0,,3,master only (1)
