id,marital,sex,head,earnmost,edbg,workstatus,occ,owner,ind,size,employed,regular,empsinceyear,empsincemonth,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,bonus,workdaypermonth,workhourperweek,overworkperweek,year,age
4113,2,2,0,0,6,1,6,2,12,5,5,6,2008,4,2,4,88888,888888,1500,88888,0,20,39,1,2009,28
4114,2,2,1,0,2,3,4,1,16,9,1,8,1977,10,5,9,88888,888888,888888,88888,0,22,40,0,2009,68
4115,2,1,1,1,4,1,6,2,5,5,5,2,1981,4,3,1,350,888888,888888,88888,200,20,30,0,2009,50
4116,2,2,0,0,4,2,4,2,7,5,5,5,2006,3,1,4,88888,888888,1030,88888,0,15,13,999,2009,21
4117,2,2,1,1,2,3,4,3,14,2,6,8,9999,99,1,3,88888,2700,888888,88888,0,4,7,0,2009,66
4118,2,1,1,1,4,1,7,2,10,5,5,1,2006,11,3,1,295,888888,888888,88888,20,15,48,2,2009,60
4119,2,2,1,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,67
4120,2,1,1,1,2,1,8,1,4,1,1,8,1989,4,5,3,88888,15000,888888,88888,0,10,20,0,2009,46
4121,2,1,0,0,3,1,8,2,5,3,5,1,2007,11,1,1,200,888888,888888,88888,0,21,40,0,2009,27
4122,2,2,1,0,3,1,4,2,14,2,5,5,2005,12,1,4,88888,888888,880,88888,0,12,24,999,2009,62
4123,2,1,1,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,70
4124,2,1,0,0,2,1,10,1,16,1,5,5,2006,4,2,1,200,888888,888888,88888,0,20,50,0,2009,28
4125,2,1,1,1,5,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,28
4126,2,2,1,1,4,1,10,4,15,3,5,1,2007,4,2,1,99999,888888,888888,88888,99999,20,40,999,2009,25
4127,2,1,0,0,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,22
4128,2,1,1,1,3,1,8,2,16,3,5,1,1997,7,1,1,360,888888,888888,88888,40,25,45,5,2009,44
4129,2,1,0,1,4,1,9,2,11,5,5,1,1989,4,3,1,380,888888,888888,88888,150,20,45,5,2009,44
4130,2,2,0,0,2,1,6,3,14,4,6,8,2007,8,2,1,170,888888,888888,88888,0,20,39,0,2009,24
4131,2,2,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,68
4132,2,1,0,0,4,2,4,2,7,5,5,5,2007,11,2,4,88888,888888,800,88888,0,13,91,999,2009,20
4133,2,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,76
4134,2,1,0,0,4,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,34
4135,2,2,1,0,2,1,4,3,14,4,5,5,2001,3,1,4,88888,888888,850,88888,1,21,32,0,2009,50
4136,2,1,1,0,4,1,10,2,5,5,5,6,2008,12,3,9,88888,888888,888888,88888,0,22,40,0,2009,38
4137,2,2,1,1,2,1,4,2,6,5,5,5,1996,12,2,4,88888,888888,770,88888,0,20,26,999,2009,60
4138,2,2,0,0,2,1,10,2,14,3,5,2,2007,11,1,1,200,888888,888888,88888,11,21,50,10,2009,24
4139,2,1,1,1,4,1,3,2,6,2,5,1,1998,4,1,1,99999,888888,888888,88888,99999,22,50,5,2009,45
4140,2,2,0,0,3,1,6,2,12,5,5,1,1992,4,1,1,99999,888888,888888,88888,99999,21,50,14,2009,37
4141,2,1,1,1,3,3,7,2,10,2,6,8,1972,8,1,3,88888,10000,888888,88888,0,10,999,999,2009,72
4142,2,1,0,0,4,1,8,2,14,2,5,1,2007,4,1,5,88888,888888,888888,200,30,25,999,999,2009,24
4143,2,2,1,1,2,1,4,2,16,4,5,5,2002,4,1,4,88888,888888,1000,88888,0,20,35,999,2009,29
4144,2,2,1,1,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,75
4145,2,1,0,0,2,1,4,3,16,5,5,1,2006,4,3,1,157,888888,888888,88888,33,22,40,8,2009,20
4146,2,1,0,0,4,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,23
4147,2,1,0,0,2,1,8,2,5,4,5,1,1994,4,3,1,200,888888,888888,88888,85,20,40,0,2009,33
4148,2,2,1,1,4,1,6,2,8,5,5,3,2006,4,1,1,200,888888,888888,88888,50,20,9,999,2009,25
4149,2,2,0,0,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,23
4150,2,2,1,0,4,1,10,2,6,5,5,5,1992,6,2,4,88888,888888,2220,88888,10,13,18,0,2009,63
4151,2,1,1,1,4,1,9,2,11,4,5,1,2001,4,1,1,750,888888,888888,88888,0,20,42,5,2009,30
4152,2,1,0,0,2,1,8,1,5,2,5,1,2004,10,1,1,183,888888,888888,88888,34,21,999,999,2009,25
4153,2,1,1,1,2,1,8,2,5,3,5,1,2002,8,1,1,300,888888,888888,88888,50,24,999,999,2009,49
4154,2,1,1,1,1,1,3,1,8,1,1,8,1976,1,5,1,400,888888,888888,88888,0,20,40,999,2009,59
4155,2,2,0,0,2,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,36
4156,2,2,1,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,75
4157,2,2,1,1,1,1,4,2,6,5,5,5,2007,12,3,4,88888,888888,800,88888,0,20,20,0,2009,55
4158,2,2,1,0,2,1,6,2,10,2,5,2,1977,4,1,1,400,888888,888888,88888,0,23,45,999,2009,71
4159,2,1,0,0,2,1,8,2,10,5,5,1,2002,4,3,1,230,888888,888888,88888,80,20,40,1,2009,24
4160,2,1,1,1,6,2,8,1,16,2,5,5,2009,3,1,2,240,888888,888888,88888,0,15,21,0,2009,26
4161,2,2,1,0,6,1,10,3,14,4,5,1,2007,1,1,1,210,888888,888888,88888,78,22,48,2,2009,39
4162,2,1,1,1,2,1,11,4,17,6,5,1,2002,3,3,1,99999,888888,888888,88888,99999,99,999,999,2009,24
4163,2,2,1,1,2,1,4,1,7,2,5,5,1985,5,1,3,88888,8000,888888,88888,0,20,40,999,2009,65
4164,2,2,0,0,2,1,4,3,14,5,5,7,2006,8,2,1,140,888888,888888,88888,36,20,40,0,2009,37
4165,2,1,1,1,5,1,10,2,5,5,5,1,2007,4,3,1,300,888888,888888,88888,165,21,52,12,2009,30
4166,2,1,1,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,60
4167,2,2,1,1,4,2,3,2,6,4,5,5,2008,5,2,4,88888,888888,800,88888,55,13,12,999,2009,20
4168,2,2,1,1,2,1,4,2,16,3,5,5,2005,9,1,1,180,888888,888888,88888,0,25,60,999,2009,61
4169,2,1,1,1,4,1,9,9,99,9,6,8,9999,99,5,1,500,888888,888888,88888,0,20,50,999,2009,41
4170,2,2,0,0,2,1,6,9,5,4,5,1,2007,3,1,1,180,888888,888888,88888,23,23,40,5,2009,20
4171,2,2,1,0,2,1,4,2,16,5,5,1,2008,10,1,1,130,888888,888888,88888,0,21,40,0,2009,68
4172,2,2,1,1,1,1,4,3,14,3,5,5,1992,9,1,1,110,888888,888888,88888,20,24,39,0,2009,61
4173,2,1,1,1,2,1,8,1,5,2,5,1,1966,3,1,9,88888,888888,888888,88888,99999,99,999,999,2009,58
4174,2,2,1,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,69
4175,2,1,0,0,4,2,4,1,7,2,5,5,2007,6,1,1,28,888888,888888,88888,0,7,4,999,2009,21
4176,2,2,0,0,4,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,23
4177,2,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,68
4178,2,1,0,0,4,2,4,2,7,5,6,8,2008,8,2,4,88888,888888,900,88888,0,12,12,0,2009,20
4179,2,1,1,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,72
4180,2,2,0,0,2,1,8,2,5,3,6,8,2007,3,1,4,88888,888888,880,88888,0,20,45,1,2009,21
4181,2,2,1,0,2,3,3,1,8,1,1,8,1987,11,2,1,100,888888,888888,88888,0,10,8,999,2009,62
4182,2,1,0,0,2,1,8,2,5,4,5,1,2008,1,1,1,185,888888,888888,88888,45,22,45,5,2009,26
4183,2,2,0,0,2,3,1,1,1,9,1,8,1957,99,1,5,88888,888888,888888,20,99999,99,999,999,2009,75
4184,2,1,0,0,6,2,10,3,14,4,5,5,2007,4,3,9,88888,888888,888888,88888,99999,4,12,999,2009,22
4185,2,2,0,0,3,1,6,3,14,4,5,1,2007,4,3,1,99999,888888,888888,88888,30,99,999,999,2009,22
4186,2,1,0,0,4,2,8,2,5,4,6,8,2006,8,2,4,88888,888888,950,88888,1,8,5,1,2009,20
4187,2,1,0,0,6,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,31
4188,2,1,0,0,9,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,78
4189,2,2,0,0,4,2,4,2,7,2,5,5,2007,4,5,4,88888,888888,900,88888,0,15,28,0,2009,20
4190,2,1,1,1,4,1,3,2,16,5,5,1,2007,4,1,5,88888,888888,888888,430,60,22,40,0,2009,28
4191,2,1,1,1,4,1,8,1,5,2,5,1,2005,1,1,1,220,888888,888888,88888,0,24,40,0,2009,46
4192,2,1,0,0,6,3,3,2,16,1,6,8,1995,9,1,4,88888,888888,1200,88888,0,99,999,999,2009,54
4193,2,1,0,0,4,1,1,1,1,1,3,8,2007,3,5,1,125,888888,888888,88888,0,25,25,0,2009,24
4194,2,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,85
4195,2,2,1,1,1,3,1,1,1,1,1,8,9999,99,5,5,88888,888888,888888,10,0,20,10,999,2009,73
4196,2,1,0,0,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,71
4197,2,2,0,0,3,1,8,2,5,2,5,1,2005,1,2,1,150,888888,888888,88888,32,20,40,0,2009,24
4198,2,2,0,0,2,1,8,9,5,2,6,8,2004,9,1,4,88888,888888,900,88888,0,20,40,0,2009,51
4199,2,2,1,0,2,1,8,1,5,1,5,5,1993,2,1,1,118,888888,888888,88888,20,17,32,0,2009,60
4200,2,1,0,0,4,1,4,2,7,4,5,1,2008,1,1,1,155,888888,888888,88888,3,25,999,999,2009,24
4201,2,1,0,0,4,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,52
4202,2,2,0,0,2,1,4,2,7,3,5,5,2007,9,5,1,140,888888,888888,88888,0,22,50,0,2009,26
4203,2,1,0,1,4,1,10,4,15,6,5,1,2000,4,3,1,300,888888,888888,88888,120,20,50,10,2009,33
4204,2,1,1,1,2,1,8,4,17,6,5,1,1993,4,3,1,300,888888,888888,88888,140,22,40,0,2009,47
4205,2,2,1,1,2,1,4,1,7,1,1,8,1977,12,5,9,88888,888888,888888,88888,99999,30,54,0,2009,58
4206,2,2,1,1,2,1,4,2,7,3,5,5,2008,1,1,4,88888,888888,720,88888,0,23,45,0,2009,60
4207,2,1,1,1,4,1,9,2,11,4,5,1,2003,4,1,1,270,888888,888888,88888,80,20,50,10,2009,28
4208,2,2,0,0,2,1,3,2,6,5,5,4,2005,7,3,1,143,888888,888888,88888,20,21,36,1,2009,24
4209,2,2,1,1,2,1,3,2,6,5,5,5,2002,11,3,4,88888,888888,900,88888,5,20,29,0,2009,40
4210,2,1,1,1,2,1,1,1,1,1,1,8,1991,4,5,5,88888,888888,888888,600,0,28,52,999,2009,53
4211,2,2,0,0,2,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,20
4212,2,1,0,0,2,1,8,2,4,1,5,1,2002,11,3,3,88888,12000,888888,88888,0,22,48,0,2009,29
4213,2,2,0,0,2,1,8,9,5,4,5,6,2008,6,2,4,88888,888888,850,88888,0,22,8,999,2009,27
4214,2,1,1,1,4,1,3,1,6,1,1,8,1973,3,1,1,350,888888,888888,88888,0,25,54,0,2009,60
4215,2,2,1,1,2,1,3,2,6,5,5,1,2006,2,1,1,237,888888,888888,88888,24,22,38,0,2009,39
4216,2,2,1,1,1,3,4,2,16,9,5,5,2005,4,1,4,88888,888888,680,88888,0,12,9,0,2009,67
4217,2,1,0,0,4,2,3,2,6,2,5,5,2004,10,1,4,88888,888888,700,88888,0,12,12,0,2009,21
4218,2,2,1,1,4,1,4,2,7,4,5,1,1988,9,1,1,354,888888,888888,88888,79,23,48,5,2009,46
4219,2,2,1,1,2,1,6,2,4,3,5,1,2006,11,1,1,150,888888,888888,88888,40,22,11,3,2009,27
4220,2,2,0,0,3,1,6,1,14,2,5,1,2000,2,1,1,151,888888,888888,88888,34,23,30,3,2009,30
4221,2,2,1,0,2,1,7,2,16,4,5,4,2008,6,2,4,88888,888888,690,88888,20,20,45,5,2009,40
4222,2,2,1,0,2,1,8,3,14,3,5,4,2004,4,1,1,160,888888,888888,88888,12,25,62,6,2009,35
4223,2,2,1,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,69
4224,2,1,0,0,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,22
4225,2,1,0,0,6,1,6,2,16,3,5,1,9999,99,1,1,180,888888,888888,88888,24,3,40,0,2009,27
4226,2,2,0,0,3,1,4,1,7,9,5,1,2007,3,1,5,88888,888888,888888,166,0,25,48,999,2009,22
4227,2,1,0,0,4,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,62
4228,2,1,1,1,2,1,3,1,6,1,1,8,1987,4,5,1,200,888888,888888,88888,0,99,999,999,2009,43
4229,2,2,1,1,6,3,4,9,16,9,9,8,9999,99,9,4,88888,888888,800,88888,0,99,999,999,2009,71
4230,2,1,0,0,4,2,4,2,7,3,5,5,2007,5,1,4,88888,888888,1021,88888,0,10,19,1,2009,22
4231,2,2,0,0,4,1,6,2,8,5,5,1,2002,4,3,1,250,888888,888888,88888,100,20,50,10,2009,28
4232,2,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,72
4233,2,1,1,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,59
4234,2,2,1,1,4,1,10,3,14,4,5,1,2006,4,3,1,300,888888,888888,88888,70,23,50,3,2009,28
4235,2,1,1,0,5,2,10,2,15,5,5,5,2008,8,1,4,88888,888888,1800,88888,0,4,8,0,2009,24
4236,2,2,0,0,6,1,8,3,10,3,5,5,2007,11,1,1,74,888888,888888,88888,99999,20,20,999,2009,22
4237,2,2,0,0,6,1,10,3,14,3,5,1,1999,4,1,1,140,888888,888888,88888,99999,20,40,999,2009,30
4238,2,2,0,0,2,1,4,2,16,5,5,5,9999,99,1,1,80,888888,888888,88888,0,99,999,999,2009,29
4239,2,2,1,0,2,4,4,3,14,5,5,4,2002,4,1,4,88888,888888,1000,88888,0,20,3,0,2009,56
4240,2,1,0,0,4,1,10,3,14,4,5,1,2007,4,3,1,200,888888,888888,88888,50,22,46,3,2009,24
4241,2,2,0,0,2,1,4,2,7,2,5,2,2001,12,1,3,88888,10000,888888,88888,3,25,43,2,2009,29
4242,2,2,0,1,6,1,3,2,6,5,5,1,1999,7,1,3,88888,6400,888888,88888,0,22,45,5,2009,35
4243,2,1,0,0,2,4,1,2,2,2,5,1,1994,8,1,1,185,888888,888888,88888,22,25,80,20,2009,31
4244,2,2,1,0,2,3,3,1,6,1,1,8,2000,2,9,5,88888,888888,888888,99999,0,99,1,999,2009,76
4245,2,2,0,0,6,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,29
4246,2,1,0,0,3,1,8,2,5,3,5,1,2000,4,1,1,220,888888,888888,88888,15,23,9,2,2009,28
4247,2,2,0,0,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,76
4248,2,1,0,1,4,1,6,4,17,4,5,1,1996,4,3,1,200,888888,888888,88888,54,20,40,0,2009,37
4249,2,2,0,0,6,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,23
4250,2,1,0,0,6,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,20
4251,2,2,0,0,4,1,4,1,7,1,5,2,2005,8,1,1,100,888888,888888,88888,0,25,13,1,2009,29
4252,2,1,0,0,2,1,7,2,10,3,5,1,2006,4,1,1,250,888888,888888,88888,4,25,999,999,2009,22
4253,2,2,0,0,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,67
4254,2,1,0,0,2,1,8,2,5,3,5,2,1998,4,1,1,180,888888,888888,88888,40,23,53,8,2009,28
4255,2,1,0,0,4,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,24
4256,2,1,1,1,4,1,12,2,8,5,5,1,2004,4,3,1,130,888888,888888,88888,35,5,8,999,2009,46
4257,2,2,0,0,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,69
4258,2,2,0,0,4,1,10,3,15,3,5,1,2006,4,1,1,80,888888,888888,88888,38,25,54,999,2009,25
4259,2,1,0,0,2,1,12,2,16,2,5,1,1996,4,1,1,230,888888,888888,88888,0,25,63,7,2009,33
4260,2,1,0,0,6,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,25
4261,2,1,1,1,3,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,70
4262,2,1,1,1,3,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,85
4263,2,2,0,0,2,1,3,2,6,4,5,5,2002,9,1,4,88888,888888,815,88888,3,20,20,999,2009,31
4264,2,1,0,0,3,1,4,2,16,2,5,5,2006,9,1,4,88888,888888,800,88888,0,22,30,999,2009,25
4265,2,1,1,0,2,1,7,2,10,3,5,1,2002,10,1,1,220,888888,888888,88888,0,26,60,0,2009,46
4266,2,2,0,0,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,73
4267,2,1,0,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,45
4268,2,2,0,0,3,1,10,2,14,2,5,1,2008,9,1,4,88888,888888,950,88888,0,21,42,2,2009,22
4269,2,1,1,1,4,3,4,1,6,2,5,5,2008,5,1,1,64,888888,888888,88888,0,14,25,0,2009,23
4270,2,1,0,0,2,1,8,9,5,4,5,1,2007,3,3,9,88888,888888,888888,88888,73,20,40,0,2009,21
4271,2,2,0,0,4,2,3,2,6,4,5,9,2008,11,2,4,88888,888888,800,88888,0,18,40,0,2009,23
4272,2,1,0,0,3,1,8,2,5,5,5,1,2001,3,3,1,250,888888,888888,88888,100,99,999,999,2009,29
4273,2,1,0,0,2,1,99,9,99,9,9,8,1978,3,1,1,500,888888,888888,88888,200,20,12,4,2009,49
4274,2,2,1,1,3,2,4,2,7,3,5,5,2005,12,1,4,88888,888888,955,88888,0,10,10,0,2009,20
4275,2,1,1,1,1,3,11,2,16,3,5,5,2007,8,2,4,88888,888888,1200,88888,2,25,30,0,2009,71
4276,2,2,0,0,6,2,4,2,14,4,5,5,2006,5,2,4,88888,888888,860,88888,0,10,7,0,2009,20
4277,2,2,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,75
4278,2,2,0,0,3,1,6,4,17,6,5,7,1985,4,2,1,194,888888,888888,88888,0,21,30,0,2009,44
4279,2,2,0,0,2,3,4,2,7,3,5,5,2006,11,1,4,88888,888888,900,88888,0,8,24,0,2009,68
4280,2,2,1,1,3,1,4,1,7,1,5,5,1999,2,1,4,88888,888888,850,88888,0,15,25,0,2009,38
4281,2,1,0,0,2,1,3,2,6,4,5,1,2004,4,1,1,200,888888,888888,88888,50,22,60,20,2009,22
4282,2,2,0,0,3,1,6,3,14,2,5,1,2005,9,5,1,180,888888,888888,88888,54,23,8,1,2009,24
4283,2,1,0,0,2,1,8,2,10,5,5,1,2006,4,3,1,238,888888,888888,88888,99999,20,50,1,2009,22
4284,2,2,0,0,3,1,8,2,5,4,5,4,2003,8,2,4,88888,888888,820,88888,0,22,36,1,2009,26
4285,2,1,0,1,4,1,8,2,4,5,5,1,2006,4,3,1,255,888888,888888,88888,30,20,50,10,2009,25
4286,2,1,0,0,2,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,50
4287,2,2,0,1,3,1,6,2,8,5,5,7,2008,4,2,1,210,888888,888888,88888,0,20,35,0,2009,55
4288,2,1,0,0,2,1,8,1,10,2,4,8,1994,5,1,1,330,888888,888888,88888,99999,27,60,10,2009,37
4289,2,1,1,1,2,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,58
4290,2,2,0,0,2,1,3,2,6,2,5,4,2007,4,1,1,200,888888,888888,88888,0,22,32,999,2009,38
4291,2,1,0,0,3,1,10,2,14,4,5,1,2005,8,3,1,282,888888,888888,88888,41,23,43,2,2009,27
4292,2,2,0,0,6,1,6,3,14,4,5,1,2008,5,1,1,180,888888,888888,88888,30,22,44,3,2009,25
4293,2,1,0,0,4,4,9,2,11,4,5,1,2005,4,1,1,210,888888,888888,88888,60,22,50,10,2009,26
4294,2,2,0,0,3,1,10,3,14,4,5,1,2000,4,3,1,320,888888,888888,88888,130,23,45,5,2009,29
4295,2,1,0,0,2,1,8,2,10,4,5,1,2008,2,3,1,150,888888,888888,88888,30,21,40,0,2009,23
4296,2,2,0,0,3,3,3,1,6,2,9,8,2007,6,5,4,88888,888888,900,88888,0,10,10,0,2009,20
4297,2,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,62
4298,2,2,0,0,2,1,8,2,5,3,5,1,9999,99,2,1,150,888888,888888,88888,8,21,40,0,2009,19
4299,2,2,0,0,2,1,4,1,16,1,1,8,2004,1,5,5,88888,888888,888888,200,50,26,50,0,2009,52
4300,2,2,1,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,72
4301,2,2,0,0,2,1,3,2,6,5,5,5,2006,6,3,1,150,888888,888888,88888,25,22,37,999,2009,27
4302,2,1,1,1,5,1,10,2,5,5,5,1,2002,4,1,1,292,888888,888888,88888,152,22,49,9,2009,30
4303,2,2,1,1,2,1,10,3,14,2,5,2,2003,10,1,1,235,888888,888888,88888,52,22,41,999,2009,57
4304,2,1,0,0,4,3,3,1,6,1,6,8,9999,99,5,1,50,888888,888888,88888,0,30,20,0,2009,28
4305,2,1,1,1,3,1,8,2,5,5,5,2,2007,7,3,1,310,888888,888888,88888,0,25,48,1,2009,44
4306,2,1,0,0,2,1,8,2,4,3,5,1,2001,4,1,1,200,888888,888888,88888,50,21,9,1,2009,25
4307,2,1,0,0,4,2,4,2,7,5,5,5,2007,4,1,4,88888,888888,800,88888,0,20,20,0,2009,20
4308,2,2,1,1,2,1,4,2,7,4,5,4,2006,12,1,1,100,888888,888888,88888,0,10,9,0,2009,23
4309,2,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,75
4310,2,1,0,0,2,1,6,2,5,4,5,1,2005,4,1,1,180,888888,888888,88888,40,21,45,2,2009,22
4311,2,2,0,0,6,2,4,1,7,2,5,5,2008,11,1,4,88888,888888,750,88888,0,10,12,999,2009,20
4312,2,1,1,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,66
4313,2,2,0,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,66
4314,2,1,0,0,2,1,6,2,5,4,5,2,1998,4,3,1,300,888888,888888,88888,70,22,60,12,2009,30
4315,2,1,1,1,2,1,8,2,5,4,5,1,1992,4,3,1,420,888888,888888,88888,123,24,54,15,2009,35
4316,2,1,1,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,62
4317,2,2,0,1,2,1,3,2,6,3,5,1,2007,4,9,1,153,888888,888888,88888,0,22,40,0,2009,20
4318,2,2,0,0,6,1,10,3,14,5,5,1,2007,3,1,1,290,888888,888888,88888,99,23,50,10,2009,23
4319,2,2,0,1,4,1,10,4,15,6,5,1,1997,4,3,1,358,888888,888888,88888,160,20,48,16,2009,34
4320,2,1,1,1,2,1,4,2,6,4,5,4,2003,11,2,1,181,888888,888888,88888,50,20,60,4,2009,38
4321,2,2,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,78
4322,2,2,1,1,2,3,10,1,15,1,2,8,1998,4,5,1,30,888888,888888,88888,0,7,5,999,2009,72
4323,2,2,0,0,3,1,4,3,14,4,5,1,2000,4,1,1,170,888888,888888,88888,60,20,50,1,2009,29
4324,2,1,0,0,3,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,25
4325,2,2,0,0,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,82
4326,2,2,0,0,6,1,10,3,14,2,5,1,2007,3,1,1,230,888888,888888,88888,66,21,8,0,2009,22
4327,2,2,1,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,82
4328,2,2,1,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,87
4329,2,2,1,1,2,1,8,2,5,3,5,5,1989,6,1,4,88888,888888,850,88888,0,20,23,0,2009,62
4330,2,1,1,1,2,1,8,2,13,2,5,1,2002,9,1,1,230,888888,888888,88888,24,25,66,12,2009,33
4331,2,2,1,1,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,70
4332,2,1,0,0,6,1,8,3,5,3,4,8,2006,4,1,1,60,888888,888888,88888,4,24,7,1,2009,22
4333,2,2,1,1,2,2,4,2,7,5,5,5,2008,3,1,4,88888,888888,800,88888,99999,15,12,0,2009,20
4334,2,2,1,1,2,1,3,1,6,2,5,5,9999,99,1,4,88888,888888,1100,88888,0,20,37,0,2009,43
4335,2,2,1,0,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,68
4336,2,1,1,0,2,1,4,2,14,3,5,1,2007,1,1,1,250,888888,888888,88888,40,20,40,999,2009,34
4337,2,2,1,1,4,1,3,2,5,3,5,1,1998,4,1,1,242,888888,888888,88888,20,25,8,999,2009,33
4338,2,1,0,0,4,2,3,2,6,5,5,5,2008,99,2,4,88888,888888,900,88888,0,15,15,0,2009,21
4339,2,2,0,0,4,1,3,2,5,5,5,4,2007,4,3,5,88888,888888,888888,400,0,22,36,10,2009,27
4340,2,1,0,0,2,1,3,1,6,9,6,8,2008,5,1,4,88888,888888,1000,88888,0,20,30,0,2009,21
